timestamp,event,data
2020-01-07 19:14:40.127957,batch_begin,66
2020-01-07 19:14:40.248872,batch_begin,67
2020-01-07 19:14:40.438644,batch_begin,68
2020-01-07 19:14:40.559406,batch_begin,69
2020-01-07 19:14:40.748918,batch_begin,70
2020-01-07 19:14:40.869162,batch_begin,71
2020-01-07 19:14:40.990267,batch_begin,72
2020-01-07 19:14:41.110595,batch_begin,73
2020-01-07 19:14:41.231462,batch_begin,74
2020-01-07 19:14:41.351830,batch_begin,75
2020-01-07 19:14:41.472933,batch_begin,76
2020-01-07 19:14:41.593661,batch_begin,77
2020-01-07 19:14:41.714318,batch_begin,78
2020-01-07 19:14:41.835263,batch_begin,79
2020-01-07 19:14:41.955787,batch_begin,80
2020-01-07 19:14:42.278464,batch_begin,81
2020-01-07 19:14:42.399004,batch_begin,82
2020-01-07 19:14:42.778474,batch_begin,83
2020-01-07 19:14:42.899248,batch_begin,84
2020-01-07 19:14:43.021139,batch_begin,85
2020-01-07 19:14:43.141867,batch_begin,86
2020-01-07 19:14:43.263440,batch_begin,87
2020-01-07 19:14:43.383803,batch_begin,88
2020-01-07 19:14:43.504329,batch_begin,89
2020-01-07 19:14:43.625246,batch_begin,90
2020-01-07 19:14:43.746043,batch_begin,91
2020-01-07 19:14:43.867020,batch_begin,92
2020-01-07 19:14:44.446095,batch_begin,93
2020-01-07 19:14:45.081796,batch_begin,94
2020-01-07 19:14:45.203073,batch_begin,95
2020-01-07 19:14:45.693399,batch_begin,96
2020-01-07 19:14:45.882577,batch_begin,97
2020-01-07 19:14:46.003875,batch_begin,98
2020-01-07 19:14:46.124030,batch_begin,99
2020-01-07 19:14:46.244067,batch_begin,100
2020-01-07 19:14:46.367798,batch_begin,101
2020-01-07 19:14:46.488196,batch_begin,102
2020-01-07 19:14:46.611708,batch_begin,103
2020-01-07 19:14:46.731919,batch_begin,104
2020-01-07 19:14:46.852849,batch_begin,105
2020-01-07 19:14:46.973089,batch_begin,106
2020-01-07 19:14:47.093501,batch_begin,107
2020-01-07 19:14:47.214060,batch_begin,108
2020-01-07 19:14:47.334452,batch_begin,109
2020-01-07 19:14:47.454811,batch_begin,110
2020-01-07 19:14:47.575300,batch_begin,111
2020-01-07 19:14:47.695493,batch_begin,112
2020-01-07 19:14:48.047048,batch_begin,113
2020-01-07 19:14:48.167938,batch_begin,114
2020-01-07 19:14:48.288020,batch_begin,115
2020-01-07 19:14:48.407999,batch_begin,116
2020-01-07 19:14:48.596731,batch_begin,117
2020-01-07 19:14:48.716499,batch_begin,118
2020-01-07 19:14:48.836238,batch_begin,119
2020-01-07 19:14:48.956129,batch_begin,120
2020-01-07 19:14:49.076713,batch_begin,121
2020-01-07 19:14:49.165474,batch_begin,122
2020-01-07 19:14:49.284735,batch_begin,123
2020-01-07 19:14:49.404898,batch_begin,124
2020-01-07 19:14:49.593538,batch_begin,125
2020-01-07 19:14:49.713346,batch_begin,126
2020-01-07 19:14:50.219101,batch_begin,127
2020-01-07 19:14:50.338895,batch_begin,128
2020-01-07 19:14:50.458515,batch_begin,129
2020-01-07 19:14:50.577946,batch_begin,130
2020-01-07 19:14:50.697745,batch_begin,131
2020-01-07 19:14:50.886595,batch_begin,132
2020-01-07 19:14:51.075679,batch_begin,133
2020-01-07 19:14:51.195381,batch_begin,134
2020-01-07 19:14:51.315287,batch_begin,135
2020-01-07 19:14:51.625722,batch_begin,136
2020-01-07 19:14:51.745163,batch_begin,137
2020-01-07 19:14:51.866783,batch_begin,138
2020-01-07 19:14:51.992586,batch_begin,139
2020-01-07 19:14:52.112187,batch_begin,140
2020-01-07 19:14:52.232030,batch_begin,141
2020-01-07 19:14:52.602014,batch_begin,142
2020-01-07 19:14:53.080645,batch_begin,143
2020-01-07 19:14:53.588670,batch_begin,144
2020-01-07 19:14:54.097189,batch_begin,145
2020-01-07 19:14:54.174953,batch_begin,146
2020-01-07 19:14:54.327306,batch_begin,147
2020-01-07 19:14:54.449066,batch_begin,148
2020-01-07 19:14:54.638258,batch_begin,149
2020-01-07 19:14:54.976381,batch_begin,150
2020-01-07 19:14:55.097208,batch_begin,151
2020-01-07 19:14:55.218539,batch_begin,152
2020-01-07 19:14:55.338478,batch_begin,153
2020-01-07 19:14:55.458068,batch_begin,154
2020-01-07 19:14:55.578059,batch_begin,155
2020-01-07 19:14:55.911401,batch_begin,156
2020-01-07 19:14:56.032247,batch_begin,157
2020-01-07 19:14:56.152887,batch_begin,158
2020-01-07 19:14:56.273069,batch_begin,159
2020-01-07 19:14:56.393148,batch_begin,160
2020-01-07 19:14:56.581528,batch_begin,161
2020-01-07 19:14:56.701490,batch_begin,162
2020-01-07 19:14:56.821364,batch_begin,163
2020-01-07 19:14:56.940886,batch_begin,164
2020-01-07 19:14:57.061171,batch_begin,165
2020-01-07 19:14:57.590000,batch_begin,166
2020-01-07 19:14:57.709747,batch_begin,167
2020-01-07 19:14:58.418038,batch_begin,168
2020-01-07 19:14:58.537625,batch_begin,169
2020-01-07 19:14:58.635392,batch_begin,170
2020-01-07 19:14:58.755333,batch_begin,171
2020-01-07 19:14:58.943655,batch_begin,172
2020-01-07 19:14:59.063564,batch_begin,173
2020-01-07 19:14:59.183410,batch_begin,174
2020-01-07 19:14:59.744604,batch_begin,175
2020-01-07 19:14:59.864490,batch_begin,176
2020-01-07 19:14:59.984382,batch_begin,177
2020-01-07 19:15:00.345556,batch_begin,178
2020-01-07 19:15:00.466560,batch_begin,179
2020-01-07 19:15:00.586325,batch_begin,180
2020-01-07 19:15:00.706469,batch_begin,181
2020-01-07 19:15:00.825724,batch_begin,182
2020-01-07 19:15:00.945441,batch_begin,183
2020-01-07 19:15:01.065132,batch_begin,184
2020-01-07 19:15:01.253582,batch_begin,185
2020-01-07 19:15:01.442612,batch_begin,186
2020-01-07 19:15:01.563503,batch_begin,187
2020-01-07 19:15:01.842528,batch_begin,188
2020-01-07 19:15:01.962631,batch_begin,189
2020-01-07 19:15:02.082783,batch_begin,190
2020-01-07 19:15:02.202805,batch_begin,191
2020-01-07 19:15:02.322429,batch_begin,192
2020-01-07 19:15:02.442564,batch_begin,193
2020-01-07 19:15:02.631474,batch_begin,194
2020-01-07 19:15:02.754322,batch_begin,195
2020-01-07 19:15:02.876193,batch_begin,196
2020-01-07 19:15:03.418776,batch_begin,197
2020-01-07 19:15:03.539325,batch_begin,198
2020-01-07 19:15:03.665095,batch_begin,199
2020-01-07 19:15:03.785159,batch_begin,200
2020-01-07 19:15:03.973595,batch_begin,201
2020-01-07 19:15:04.093691,batch_begin,202
2020-01-07 19:15:04.213226,batch_begin,203
2020-01-07 19:15:04.333137,batch_begin,204
2020-01-07 19:15:04.452620,batch_begin,205
2020-01-07 19:15:04.533402,batch_begin,206
2020-01-07 19:15:05.087527,batch_begin,207
2020-01-07 19:15:05.207424,batch_begin,208
2020-01-07 19:15:05.327247,batch_begin,209
2020-01-07 19:15:05.447127,batch_begin,210
2020-01-07 19:15:05.568105,batch_begin,211
2020-01-07 19:15:05.688046,batch_begin,212
2020-01-07 19:15:05.971893,batch_begin,213
2020-01-07 19:15:06.093163,batch_begin,214
2020-01-07 19:15:06.559913,batch_begin,215
2020-01-07 19:15:06.679503,batch_begin,216
2020-01-07 19:15:06.799128,batch_begin,217
2020-01-07 19:15:06.918921,batch_begin,218
2020-01-07 19:15:07.502541,batch_begin,219
2020-01-07 19:15:07.622454,batch_begin,220
2020-01-07 19:15:07.742445,batch_begin,221
2020-01-07 19:15:07.862326,batch_begin,222
2020-01-07 19:15:07.982622,batch_begin,223
2020-01-07 19:15:08.102208,batch_begin,224
2020-01-07 19:15:08.222721,batch_begin,225
2020-01-07 19:15:08.345038,batch_begin,226
2020-01-07 19:15:08.465398,batch_begin,227
2020-01-07 19:15:08.585573,batch_begin,228
2020-01-07 19:15:08.705459,batch_begin,229
2020-01-07 19:15:08.838217,batch_begin,230
2020-01-07 19:15:08.958295,batch_begin,231
2020-01-07 19:15:09.078206,batch_begin,232
2020-01-07 19:15:09.197440,batch_begin,233
2020-01-07 19:15:09.317233,batch_begin,234
2020-01-07 19:15:09.437121,batch_begin,235
2020-01-07 19:15:09.557105,batch_begin,236
2020-01-07 19:15:09.679231,batch_begin,237
2020-01-07 19:15:09.799261,batch_begin,238
2020-01-07 19:15:20.001017,epoch_end,0
2020-01-07 19:15:20.009371,epoch_begin,1
2020-01-07 19:15:20.009811,batch_begin,0
2020-01-07 19:15:20.150386,batch_begin,1
2020-01-07 19:15:20.276550,batch_begin,2
2020-01-07 19:15:20.398488,batch_begin,3
2020-01-07 19:15:20.590525,batch_begin,4
2020-01-07 19:15:20.712679,batch_begin,5
2020-01-07 19:15:20.906720,batch_begin,6
2020-01-07 19:15:21.029222,batch_begin,7
2020-01-07 19:15:21.220494,batch_begin,8
2020-01-07 19:15:21.339641,batch_begin,9
2020-01-07 19:15:21.451675,batch_begin,10
2020-01-07 19:15:21.572626,batch_begin,11
2020-01-07 19:15:21.697830,batch_begin,12
2020-01-07 19:15:21.818895,batch_begin,13
2020-01-07 19:15:21.940104,batch_begin,14
2020-01-07 19:15:22.105971,batch_begin,15
2020-01-07 19:15:22.210346,batch_begin,16
2020-01-07 19:15:22.330485,batch_begin,17
2020-01-07 19:15:22.477509,batch_begin,18
2020-01-07 19:15:22.598237,batch_begin,19
2020-01-07 19:15:22.787900,batch_begin,20
2020-01-07 19:15:22.913611,batch_begin,21
2020-01-07 19:15:23.049308,batch_begin,22
2020-01-07 19:15:23.239220,batch_begin,23
2020-01-07 19:15:23.360417,batch_begin,24
2020-01-07 19:15:23.480829,batch_begin,25
2020-01-07 19:15:23.602066,batch_begin,26
2020-01-07 19:15:23.723970,batch_begin,27
2020-01-07 19:15:23.845044,batch_begin,28
2020-01-07 19:15:23.965574,batch_begin,29
2020-01-07 19:15:24.086808,batch_begin,30
2020-01-07 19:15:24.208302,batch_begin,31
2020-01-07 19:15:24.329153,batch_begin,32
2020-01-07 19:15:24.450014,batch_begin,33
2020-01-07 19:15:24.570686,batch_begin,34
2020-01-07 19:15:24.691341,batch_begin,35
2020-01-07 19:15:24.812822,batch_begin,36
2020-01-07 19:15:24.933577,batch_begin,37
2020-01-07 19:15:25.054006,batch_begin,38
2020-01-07 19:15:25.244715,batch_begin,39
2020-01-07 19:15:25.365519,batch_begin,40
2020-01-07 19:15:25.485950,batch_begin,41
2020-01-07 19:15:25.607469,batch_begin,42
2020-01-07 19:15:25.798518,batch_begin,43
2020-01-07 19:15:25.918830,batch_begin,44
2020-01-07 19:15:26.039452,batch_begin,45
2020-01-07 19:15:26.118240,batch_begin,46
2020-01-07 19:15:26.205873,batch_begin,47
2020-01-07 19:15:26.326829,batch_begin,48
2020-01-07 19:15:26.447382,batch_begin,49
2020-01-07 19:15:26.637094,batch_begin,50
2020-01-07 19:15:26.733469,batch_begin,51
2020-01-07 19:15:26.923424,batch_begin,52
2020-01-07 19:15:27.107799,batch_begin,53
2020-01-07 19:15:27.266984,batch_begin,54
2020-01-07 19:15:27.387454,batch_begin,55
2020-01-07 19:15:27.509043,batch_begin,56
2020-01-07 19:15:27.631309,batch_begin,57
2020-01-07 19:15:27.753062,batch_begin,58
2020-01-07 19:15:27.877056,batch_begin,59
2020-01-07 19:15:27.999846,batch_begin,60
2020-01-07 19:15:28.120846,batch_begin,61
2020-01-07 19:15:28.219120,batch_begin,62
2020-01-07 19:15:28.395644,batch_begin,63
2020-01-07 19:15:28.517119,batch_begin,64
2020-01-07 19:15:28.637424,batch_begin,65
2020-01-07 19:15:28.757585,batch_begin,66
2020-01-07 19:15:28.878182,batch_begin,67
2020-01-07 19:15:29.068445,batch_begin,68
2020-01-07 19:15:29.189126,batch_begin,69
2020-01-07 19:15:29.380225,batch_begin,70
2020-01-07 19:15:29.500789,batch_begin,71
2020-01-07 19:15:29.622047,batch_begin,72
2020-01-07 19:15:29.743860,batch_begin,73
2020-01-07 19:15:29.863441,batch_begin,74
2020-01-07 19:15:29.983661,batch_begin,75
2020-01-07 19:15:30.103563,batch_begin,76
2020-01-07 19:15:30.223592,batch_begin,77
2020-01-07 19:15:30.349869,batch_begin,78
2020-01-07 19:15:30.470537,batch_begin,79
2020-01-07 19:15:30.590970,batch_begin,80
2020-01-07 19:15:30.680952,batch_begin,81
2020-01-07 19:15:30.801122,batch_begin,82
2020-01-07 19:15:30.944019,batch_begin,83
2020-01-07 19:15:31.064592,batch_begin,84
2020-01-07 19:15:31.185593,batch_begin,85
2020-01-07 19:15:31.308448,batch_begin,86
2020-01-07 19:15:31.428620,batch_begin,87
2020-01-07 19:15:31.548683,batch_begin,88
2020-01-07 19:15:31.670902,batch_begin,89
2020-01-07 19:15:31.791359,batch_begin,90
2020-01-07 19:15:31.911833,batch_begin,91
2020-01-07 19:15:32.032166,batch_begin,92
2020-01-07 19:15:32.169927,batch_begin,93
2020-01-07 19:15:32.251554,batch_begin,94
2020-01-07 19:15:32.371756,batch_begin,95
2020-01-07 19:15:32.495284,batch_begin,96
2020-01-07 19:15:32.686309,batch_begin,97
2020-01-07 19:15:32.806571,batch_begin,98
2020-01-07 19:15:32.927261,batch_begin,99
2020-01-07 19:15:33.047288,batch_begin,100
2020-01-07 19:15:33.167330,batch_begin,101
2020-01-07 19:15:33.289117,batch_begin,102
2020-01-07 19:15:33.415108,batch_begin,103
2020-01-07 19:15:33.535689,batch_begin,104
2020-01-07 19:15:33.658396,batch_begin,105
2020-01-07 19:15:33.778548,batch_begin,106
2020-01-07 19:15:33.898170,batch_begin,107
2020-01-07 19:15:34.019105,batch_begin,108
2020-01-07 19:15:34.139022,batch_begin,109
2020-01-07 19:15:34.260212,batch_begin,110
2020-01-07 19:15:34.380190,batch_begin,111
2020-01-07 19:15:34.501053,batch_begin,112
2020-01-07 19:15:34.581513,batch_begin,113
2020-01-07 19:15:34.702934,batch_begin,114
2020-01-07 19:15:34.825412,batch_begin,115
2020-01-07 19:15:34.946141,batch_begin,116
2020-01-07 19:15:35.135996,batch_begin,117
2020-01-07 19:15:35.257262,batch_begin,118
2020-01-07 19:15:35.378572,batch_begin,119
2020-01-07 19:15:35.499347,batch_begin,120
2020-01-07 19:15:35.619943,batch_begin,121
2020-01-07 19:15:35.710399,batch_begin,122
2020-01-07 19:15:35.830238,batch_begin,123
2020-01-07 19:15:35.951925,batch_begin,124
2020-01-07 19:15:36.142146,batch_begin,125
2020-01-07 19:15:36.263620,batch_begin,126
2020-01-07 19:15:36.391927,batch_begin,127
2020-01-07 19:15:36.511722,batch_begin,128
2020-01-07 19:15:36.631448,batch_begin,129
2020-01-07 19:15:36.750826,batch_begin,130
2020-01-07 19:15:36.870570,batch_begin,131
2020-01-07 19:15:37.059261,batch_begin,132
2020-01-07 19:15:37.247842,batch_begin,133
2020-01-07 19:15:37.367373,batch_begin,134
2020-01-07 19:15:37.486794,batch_begin,135
2020-01-07 19:15:37.607999,batch_begin,136
2020-01-07 19:15:37.727660,batch_begin,137
2020-01-07 19:15:37.848868,batch_begin,138
2020-01-07 19:15:37.969682,batch_begin,139
2020-01-07 19:15:38.089895,batch_begin,140
2020-01-07 19:15:38.209755,batch_begin,141
2020-01-07 19:15:38.299545,batch_begin,142
2020-01-07 19:15:38.407334,batch_begin,143
2020-01-07 19:15:38.481976,batch_begin,144
2020-01-07 19:15:38.573481,batch_begin,145
2020-01-07 19:15:38.651403,batch_begin,146
2020-01-07 19:15:38.764243,batch_begin,147
2020-01-07 19:15:38.884474,batch_begin,148
2020-01-07 19:15:39.074549,batch_begin,149
2020-01-07 19:15:39.204357,batch_begin,150
2020-01-07 19:15:39.325206,batch_begin,151
2020-01-07 19:15:39.445821,batch_begin,152
2020-01-07 19:15:39.566106,batch_begin,153
2020-01-07 19:15:39.686715,batch_begin,154
2020-01-07 19:15:39.807093,batch_begin,155
2020-01-07 19:15:39.899508,batch_begin,156
2020-01-07 19:15:40.020391,batch_begin,157
2020-01-07 19:15:40.144449,batch_begin,158
2020-01-07 19:15:40.266675,batch_begin,159
2020-01-07 19:15:40.387303,batch_begin,160
2020-01-07 19:15:40.575948,batch_begin,161
2020-01-07 19:15:40.696445,batch_begin,162
2020-01-07 19:15:40.817027,batch_begin,163
2020-01-07 19:15:40.937648,batch_begin,164
2020-01-07 19:15:41.058061,batch_begin,165
2020-01-07 19:15:41.161197,batch_begin,166
2020-01-07 19:15:41.282073,batch_begin,167
2020-01-07 19:15:41.470577,batch_begin,168
2020-01-07 19:15:41.590656,batch_begin,169
2020-01-07 19:15:41.687494,batch_begin,170
2020-01-07 19:15:41.807444,batch_begin,171
2020-01-07 19:15:41.996168,batch_begin,172
2020-01-07 19:15:42.115912,batch_begin,173
2020-01-07 19:15:42.237008,batch_begin,174
2020-01-07 19:15:42.387157,batch_begin,175
2020-01-07 19:15:42.508448,batch_begin,176
2020-01-07 19:15:42.628519,batch_begin,177
2020-01-07 19:15:42.709691,batch_begin,178
2020-01-07 19:15:42.831020,batch_begin,179
2020-01-07 19:15:42.955156,batch_begin,180
2020-01-07 19:15:43.078564,batch_begin,181
2020-01-07 19:15:43.199396,batch_begin,182
2020-01-07 19:15:43.319587,batch_begin,183
2020-01-07 19:15:43.441182,batch_begin,184
2020-01-07 19:15:43.630360,batch_begin,185
2020-01-07 19:15:43.820256,batch_begin,186
2020-01-07 19:15:43.941854,batch_begin,187
2020-01-07 19:15:44.046334,batch_begin,188
2020-01-07 19:15:44.167248,batch_begin,189
2020-01-07 19:15:44.289025,batch_begin,190
2020-01-07 19:15:44.414007,batch_begin,191
2020-01-07 19:15:44.534410,batch_begin,192
2020-01-07 19:15:44.655690,batch_begin,193
2020-01-07 19:15:44.845268,batch_begin,194
2020-01-07 19:15:44.965705,batch_begin,195
2020-01-07 19:15:45.086909,batch_begin,196
2020-01-07 19:15:45.220120,batch_begin,197
2020-01-07 19:15:45.340733,batch_begin,198
2020-01-07 19:15:45.466767,batch_begin,199
2020-01-07 19:15:45.586835,batch_begin,200
2020-01-07 19:15:45.777433,batch_begin,201
2020-01-07 19:15:45.897976,batch_begin,202
2020-01-07 19:15:46.017770,batch_begin,203
2020-01-07 19:15:46.138162,batch_begin,204
2020-01-07 19:15:46.259344,batch_begin,205
2020-01-07 19:15:46.340929,batch_begin,206
2020-01-07 19:15:46.478290,batch_begin,207
2020-01-07 19:15:46.598158,batch_begin,208
2020-01-07 19:15:46.719262,batch_begin,209
2020-01-07 19:15:46.840109,batch_begin,210
2020-01-07 19:15:46.960161,batch_begin,211
2020-01-07 19:15:47.080390,batch_begin,212
2020-01-07 19:15:47.167454,batch_begin,213
2020-01-07 19:15:47.287521,batch_begin,214
2020-01-07 19:15:47.394038,batch_begin,215
2020-01-07 19:15:47.514856,batch_begin,216
2020-01-07 19:15:47.635910,batch_begin,217
2020-01-07 19:15:47.756877,batch_begin,218
2020-01-07 19:15:47.912850,batch_begin,219
2020-01-07 19:15:48.033637,batch_begin,220
2020-01-07 19:15:48.153888,batch_begin,221
2020-01-07 19:15:48.276631,batch_begin,222
2020-01-07 19:15:48.397551,batch_begin,223
2020-01-07 19:15:48.518330,batch_begin,224
2020-01-07 19:15:48.640136,batch_begin,225
2020-01-07 19:15:48.763138,batch_begin,226
2020-01-07 19:15:48.884205,batch_begin,227
2020-01-07 19:15:49.005052,batch_begin,228
2020-01-07 19:15:49.125168,batch_begin,229
2020-01-07 19:15:49.218828,batch_begin,230
2020-01-07 19:15:49.338987,batch_begin,231
2020-01-07 19:15:49.459079,batch_begin,232
2020-01-07 19:15:49.580392,batch_begin,233
2020-01-07 19:15:49.700243,batch_begin,234
2020-01-07 19:15:49.821337,batch_begin,235
2020-01-07 19:15:49.942248,batch_begin,236
2020-01-07 19:15:50.062967,batch_begin,237
2020-01-07 19:15:50.183446,batch_begin,238
2020-01-07 19:15:51.821747,epoch_end,1
2020-01-07 19:15:51.828978,epoch_begin,2
2020-01-07 19:15:51.829221,batch_begin,0
2020-01-07 19:15:51.958627,batch_begin,1
2020-01-07 19:15:52.078647,batch_begin,2
2020-01-07 19:15:52.199864,batch_begin,3
2020-01-07 19:15:52.388824,batch_begin,4
2020-01-07 19:15:52.509393,batch_begin,5
2020-01-07 19:15:52.699826,batch_begin,6
2020-01-07 19:15:52.820162,batch_begin,7
2020-01-07 19:15:53.009471,batch_begin,8
2020-01-07 19:15:53.127640,batch_begin,9
2020-01-07 19:15:53.239241,batch_begin,10
2020-01-07 19:15:53.359369,batch_begin,11
2020-01-07 19:15:53.479032,batch_begin,12
2020-01-07 19:15:53.599641,batch_begin,13
2020-01-07 19:15:53.719827,batch_begin,14
2020-01-07 19:15:53.884961,batch_begin,15
2020-01-07 19:15:53.985908,batch_begin,16
2020-01-07 19:15:54.106816,batch_begin,17
2020-01-07 19:15:54.252521,batch_begin,18
2020-01-07 19:15:54.372987,batch_begin,19
2020-01-07 19:15:54.562182,batch_begin,20
2020-01-07 19:15:54.688326,batch_begin,21
2020-01-07 19:15:54.825103,batch_begin,22
2020-01-07 19:15:55.015235,batch_begin,23
2020-01-07 19:15:55.137763,batch_begin,24
2020-01-07 19:15:55.258500,batch_begin,25
2020-01-07 19:15:55.379260,batch_begin,26
2020-01-07 19:15:55.499993,batch_begin,27
2020-01-07 19:15:55.620199,batch_begin,28
2020-01-07 19:15:55.741217,batch_begin,29
2020-01-07 19:15:55.862136,batch_begin,30
2020-01-07 19:15:55.984046,batch_begin,31
2020-01-07 19:15:56.104746,batch_begin,32
2020-01-07 19:15:56.225739,batch_begin,33
2020-01-07 19:15:56.346442,batch_begin,34
2020-01-07 19:15:56.467117,batch_begin,35
2020-01-07 19:15:56.588886,batch_begin,36
2020-01-07 19:15:56.709721,batch_begin,37
2020-01-07 19:15:56.837906,batch_begin,38
2020-01-07 19:15:57.028134,batch_begin,39
2020-01-07 19:15:57.149296,batch_begin,40
2020-01-07 19:15:57.270543,batch_begin,41
2020-01-07 19:15:57.391800,batch_begin,42
2020-01-07 19:15:57.581534,batch_begin,43
2020-01-07 19:15:57.702835,batch_begin,44
2020-01-07 19:15:57.826179,batch_begin,45
2020-01-07 19:15:57.904541,batch_begin,46
2020-01-07 19:15:57.993180,batch_begin,47
2020-01-07 19:15:58.114094,batch_begin,48
2020-01-07 19:15:58.234328,batch_begin,49
2020-01-07 19:15:58.424445,batch_begin,50
2020-01-07 19:15:58.521239,batch_begin,51
2020-01-07 19:15:58.712697,batch_begin,52
2020-01-07 19:15:58.897813,batch_begin,53
2020-01-07 19:15:59.057111,batch_begin,54
2020-01-07 19:15:59.177894,batch_begin,55
2020-01-07 19:15:59.298643,batch_begin,56
2020-01-07 19:15:59.420877,batch_begin,57
2020-01-07 19:15:59.543302,batch_begin,58
2020-01-07 19:15:59.663769,batch_begin,59
2020-01-07 19:15:59.789068,batch_begin,60
2020-01-07 19:15:59.910014,batch_begin,61
2020-01-07 19:16:00.007183,batch_begin,62
2020-01-07 19:16:00.184062,batch_begin,63
2020-01-07 19:16:00.305764,batch_begin,64
2020-01-07 19:16:00.426828,batch_begin,65
2020-01-07 19:16:00.547432,batch_begin,66
2020-01-07 19:16:00.667524,batch_begin,67
2020-01-07 19:16:00.856402,batch_begin,68
2020-01-07 19:16:00.978034,batch_begin,69
2020-01-07 19:16:01.167777,batch_begin,70
2020-01-07 19:16:01.288690,batch_begin,71
2020-01-07 19:16:01.409494,batch_begin,72
2020-01-07 19:16:01.530082,batch_begin,73
2020-01-07 19:16:01.651469,batch_begin,74
2020-01-07 19:16:01.772599,batch_begin,75
2020-01-07 19:16:01.894287,batch_begin,76
2020-01-07 19:16:02.015501,batch_begin,77
2020-01-07 19:16:02.136063,batch_begin,78
2020-01-07 19:16:02.257379,batch_begin,79
2020-01-07 19:16:02.378447,batch_begin,80
2020-01-07 19:16:02.466491,batch_begin,81
2020-01-07 19:16:02.592116,batch_begin,82
2020-01-07 19:16:02.735399,batch_begin,83
2020-01-07 19:16:02.855700,batch_begin,84
2020-01-07 19:16:02.976226,batch_begin,85
2020-01-07 19:16:03.096926,batch_begin,86
2020-01-07 19:16:03.217761,batch_begin,87
2020-01-07 19:16:03.338416,batch_begin,88
2020-01-07 19:16:03.459212,batch_begin,89
2020-01-07 19:16:03.580251,batch_begin,90
2020-01-07 19:16:03.700559,batch_begin,91
2020-01-07 19:16:03.821478,batch_begin,92
2020-01-07 19:16:03.959667,batch_begin,93
2020-01-07 19:16:04.040068,batch_begin,94
2020-01-07 19:16:04.159931,batch_begin,95
2020-01-07 19:16:04.283334,batch_begin,96
2020-01-07 19:16:04.472513,batch_begin,97
